Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Exercise Order,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 1 (Back, Chest, Abs)",1,,Chin-Up,1,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 1 (Back, Chest, Abs)",1,,Machine Wide-Grip Seated Row,2,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 1 (Back, Chest, Abs)",1,,Dumbbell Pullover,3,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 1 (Back, Chest, Abs)",1,,Barbell Incline Press,4,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 1 (Back, Chest, Abs)",1,,Machine Chest Press,5,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 1 (Back, Chest, Abs)",1,,Dumbbell Incline Fly,6,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 1 (Back, Chest, Abs)",1,,Cable Kneeling Rope Crunch,7,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 1 (Back, Chest, Abs)",1,,Antirotation Press,8,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 2 (Lower Body),2,,Barbell Back Squat,1,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 2 (Lower Body),2,,Dumbbell Lunge,2,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 2 (Lower Body),2,,Leg Extension,3,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 2 (Lower Body),2,,Barbell Stiff-Leg Deadlift,4,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 2 (Lower Body),2,,Machine Seated Leg Curl,5,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 2 (Lower Body),2,,Machine Standing Calf Raise,6,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 2 (Lower Body),2,,Machine Seated Calf Raise,7,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 3 (Shoulders, Arms)",3,,Military Press,1,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 3 (Shoulders, Arms)",3,,Machine Lateral Raise,2,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 3 (Shoulders, Arms)",3,,Dumbbell Seated Bent Reverse Fly,3,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 3 (Shoulders, Arms)",3,,Dumbbell Incline Biceps Curl,4,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 3 (Shoulders, Arms)",3,,High-Pulley Cable Curl,5,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 3 (Shoulders, Arms)",3,,Dumbbell Overhead Triceps Extension,6,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 3 (Shoulders, Arms)",3,,Cable Triceps Press-Down,7,2,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 3 (Shoulders, Arms)",3,,Skull Crusher,8,2,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 4 (Back, Chest, Abs)",4,,Chin-Up,1,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 4 (Back, Chest, Abs)",4,,Machine Wide-Grip Seated Row,2,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 4 (Back, Chest, Abs)",4,,Dumbbell Pullover,3,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 4 (Back, Chest, Abs)",4,,Barbell Incline Press,4,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 4 (Back, Chest, Abs)",4,,Machine Chest Press,5,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 4 (Back, Chest, Abs)",4,,Dumbbell Incline Fly,6,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 4 (Back, Chest, Abs)",4,,Cable Kneeling Rope Crunch,7,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 4 (Back, Chest, Abs)",4,,Antirotation Press,8,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 5 (Lower Body),5,,Barbell Back Squat,1,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 5 (Lower Body),5,,Dumbbell Lunge,2,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 5 (Lower Body),5,,Leg Extension,3,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 5 (Lower Body),5,,Barbell Stiff-Leg Deadlift,4,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 5 (Lower Body),5,,Machine Seated Leg Curl,5,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 5 (Lower Body),5,,Machine Standing Calf Raise,6,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,Day 5 (Lower Body),5,,Machine Seated Calf Raise,7,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 6 (Shoulders, Arms)",6,,Military Press,1,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 6 (Shoulders, Arms)",6,,Machine Lateral Raise,2,4,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 6 (Shoulders, Arms)",6,,Dumbbell Seated Bent Reverse Fly,3,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 6 (Shoulders, Arms)",6,,Dumbbell Incline Biceps Curl,4,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 6 (Shoulders, Arms)",6,,High-Pulley Cable Curl,5,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 6 (Shoulders, Arms)",6,,Dumbbell Overhead Triceps Extension,6,3,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 6 (Shoulders, Arms)",6,,Cable Triceps Press-Down,7,2,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 3,,3,"Day 6 (Shoulders, Arms)",6,,Skull Crusher,8,2,,6,6,8,,,,,,0,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 1),1,,Dumbbell Chest Press,1,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 1),1,,Dumbbell Single-Arm Row,2,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 1),1,,Military Press,3,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 1),1,,Barbell Back Squat,4,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 1),1,,Dumbbell Lunge,5,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 1),1,,Dumbbell Stiff-Leg Deadlift,6,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 2),2,,Dumbbell Chest Press,1,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 2),2,,Dumbbell Single-Arm Row,2,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 2),2,,Military Press,3,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 2),2,,Barbell Back Squat,4,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 2),2,,Dumbbell Lunge,5,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Peak Physique Phase,,4,Week 4,,4,Deload (Day 2),2,,Dumbbell Stiff-Leg Deadlift,6,2,,15,15,20,,,,,,4,,,
